"Background_Strategy","Background_Description","Pair_Context","Background_Genes","dataset","category","term","number_of_genes","number_of_genes_in_background","p_value","fdr","description"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-912526",8,22,0.000115070346428039,0.00367457972926871,"Interleukin receptor SHC signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1500931",17,86,0.000174908976544982,0.00546400433250302,"Cell-Cell communication"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69190",8,24,0.000231371038536319,0.00700238955400998,"DNA strand elongation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-2424491",9,30,0.000233900277378204,0.00700238955400998,"DAP12 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-5357801",22,132,0.000291407869585331,0.00854598180804327,"Programmed Cell Death"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1433559",6,14,0.000300551487287281,0.00863784974463646,"Regulation of KIT signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69620",36,265,0.000336144327579727,0.00947136075945231,"Cell Cycle Checkpoints"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-597592",127,1269,0.000348482904601764,0.00961889453053541,"Post-translational protein modification"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-983712",26,170,0.000354767856728167,0.00961889453053541,"Ion channel transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-4420097",17,92,0.000405104535924402,0.0107802818170994,"VEGFA-VEGFR2 Pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-109581",18,101,0.000439154086056475,0.0114738985756937,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-449836",6,15,0.000469429101485568,0.0120458860506207,"Other interleukin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1433557",10,40,0.000545157144641063,0.0137359363907841,"Signaling by SCF-KIT"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-73886",18,103,0.000560821921970774,0.0137359363907841,"Chromosome Maintenance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-499943",8,27,0.000571174735539616,0.0137359363907841,"Interconversion of nucleotide di- and triphosphates"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-202433",7,21,0.000573525527798917,0.0137359363907841,"Generation of second messenger molecules"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-195258",33,243,0.000584972722376575,0.0137804229845105,"RHO GTPase Effectors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-73893",11,48,0.000651016832789657,0.0150888901406248,"DNA Damage Bypass"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-512988",10,41,0.00067345093299786,0.0153148013138634,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-68886",44,357,0.000682078833742004,0.0153148013138634,"M Phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-75892",5,11,0.000717636467030555,0.0158652862018909,"Platelet Adhesion to exposed collagen"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1474244",33,247,0.000780121646755684,0.0168093288432028,"Extracellular matrix organization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-180786",11,49,0.000783733495124972,0.0168093288432028,"Extension of Telomeres"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-8957275",19,115,0.00081795190928224,0.0172852484358615,"Post-translational protein phosphorylation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-5690714",4,7,0.00089217568472571,0.018580528390592,"CD22 mediated BCR regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69052",16,91,0.00103882623474079,0.0210252577369369,"Switching of origins to a post-replicative state"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9013423",16,91,0.00103882623474079,0.0210252577369369,"RAC3 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-8953897",52,451,0.00111640367446858,0.0219842122122433,"Cellular responses to stimuli"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-157579",11,51,0.00111680409985648,0.0219842122122433,"Telomere Maintenance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-381426",19,121,0.00152629747365394,0.0296390468870366,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-2262752",51,448,0.00163144832484881,0.0309351712273687,"Cellular responses to stress"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-15869",16,95,0.00166235303899702,0.0309351712273687,"Metabolism of nucleotides"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-110362",4,8,0.00167915334428306,0.0309351712273687,"POLB-Dependent Long Patch Base Excision Repair"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-5621480",4,8,0.00167915334428306,0.0309351712273687,"Dectin-2 family"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-110373",7,25,0.00182202189105988,0.0327280682181631,"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-983695",7,25,0.00182202189105988,0.0327280682181631,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-983169",42,354,0.00186823243050209,0.0331438271929816,"Class I MHC mediated antigen processing & presentation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-8980692",21,142,0.00192415622309448,0.0331585627703658,"RHOA GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-74752",14,79,0.00193214990658476,0.0331585627703658,"Signaling by Insulin receptor"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-5656169",8,32,0.00193828759409236,0.0331585627703658,"Termination of translesion DNA synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-3000178",10,47,0.00206786575519613,0.0348407509137499,"ECM proteoglycans"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-168898",21,143,0.00210077829406467,0.0348407509137499,"Toll-like Receptor Cascades"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9639288",11,55,0.00213360200446067,0.0348407509137499,"Amino acids regulate mTORC1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9711097",11,55,0.00213360200446067,0.0348407509137499,"Cellular response to starvation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-2132295",19,126,0.00246241749777694,0.0397583589247806,"MHC class II antigen presentation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69186",6,20,0.00263176289453372,0.041688870879892,"Lagging Strand Synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9013408",13,73,0.00264000504528196,0.041688870879892,"RHOG GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-75153",10,49,0.00286558925776442,0.0447592582979074,"Apoptotic execution phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-174417",8,34,0.00292927204512676,0.0452619777295393,"Telomere C-strand (Lagging Strand) Synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9013148",15,92,0.00316485390266361,0.0480436720235694,"CDC42 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-446728",12,66,0.00317616481714621,0.0480436720235694,"Cell junction organization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP3626",17,41,1.65261256862381e-09,3.07385937764029e-07,"Microglia pathogen phagocytosis pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP3625",17,58,6.37036784806034e-07,5.92444209869611e-05,"Tyrobp causal network in microglia"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP5242",23,101,1.08503974043931e-06,6.72724639072371e-05,"Comprehensive IL-17A signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP85",30,185,4.34974045692351e-05,0.00162176335439815,"Focal adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP2841",44,316,4.35957890967244e-05,0.00162176335439815,"Focal adhesion: PI3K-Akt-mTOR signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP454",6,14,0.000300551487287281,0.00931709610590572,"Osteoclast signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP3864",4,6,0.000406384121683925,0.00969503924640802,"Robo4 and VEGF signaling pathways crosstalk"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP2271",5,10,0.000416990935329377,0.00969503924640802,"Macrophage markers"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP65",24,158,0.000648765560045005,0.0134078215742634,"Insulin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP544",11,49,0.000783733495124972,0.0145451111371598,"Exercise-induced circadian regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP373",17,98,0.000860194744670739,0.0145451111371598,"IL-3 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP407",13,67,0.00117620602781729,0.018231193431168,"Kit receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP413",12,60,0.00136423042027536,0.0195189890900936,"G1 to S cell cycle control"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP1253",8,31,0.00155381494106309,0.0206435413598382,"Type II interferon signaling (IFNG)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP488",12,66,0.00317616481714621,0.0392275376841035,"Alpha 6 beta 4 integrin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP450",13,75,0.00337441184379385,0.0392275376841035,"IL-2 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP1254",13,78,0.00477907875250605,0.0481094145203633,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP572",23,173,0.00481962821937894,0.0481094145203633,"EGFR1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP401",5,16,0.00495551514997853,0.0481094145203633,"Mitochondrial long chain fatty acid beta-oxidation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP2292",23,174,0.00517305532477025,0.0481094145203633,"Chemokine signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP2432",15,98,0.00581535397568651,0.0495760967602541,"Spinal cord injury"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","WikiPathways","WP2573",12,71,0.00586383940175049,0.0495760967602541,"Primary focal segmental glomerulosclerosis (FSGS)"
