"Background_Strategy","Background_Description","Pair_Context","Background_Genes","dataset","category","term","number_of_genes","number_of_genes_in_background","p_value","fdr","description"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04714",67,225,0.0123769457630664,0.0315524955368313,"Thermogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04012",28,81,0.0127988637729181,0.032227460478817,"ErbB signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01240",47,150,0.0128197632843913,0.032227460478817,"Biosynthesis of cofactors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04020",72,245,0.0135078750217071,0.0337231086748825,"Calcium signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05226",46,147,0.0140288867261632,0.0346135518280507,"Gastric cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04970",27,78,0.0140557793334902,0.0346135518280507,"Salivary secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00030",14,34,0.0145093792408127,0.0354891573322581,"Pentose phosphate pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00240",20,54,0.0148468406258615,0.0360708476950462,"Pyrimidine metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00640",13,31,0.0153914992133752,0.0371448181016123,"Propanoate metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05164",51,167,0.0164145434370864,0.0393514220147368,"Influenza A"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04723",45,145,0.0173873405122669,0.0414093241147408,"Retrograde endocannabinoid signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00280",20,55,0.0183715505210466,0.0434673286837835,"Valine, leucine and isoleucine degradation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04971",24,69,0.0186511629952635,0.0438423441836714,"Gastric acid secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04660",38,120,0.0197457470566194,0.0461158737709433,"T cell receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04721",25,73,0.020269169259281,0.0461404603024797,"Synaptic vesicle cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04918",25,73,0.020269169259281,0.0461404603024797,"Thyroid hormone synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05133",25,73,0.020269169259281,0.0461404603024797,"Pertussis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05220",25,73,0.020269169259281,0.0461404603024797,"Chronic myeloid leukemia"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04730",21,59,0.0204938596129446,0.0461404603024797,"Long-term depression"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04136",13,32,0.02054664976896,0.0461404603024797,"Autophagy - other"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05010",104,375,0.0207680909209235,0.0461404603024797,"Alzheimer disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04724",36,113,0.0207759531196248,0.0461404603024797,"Glutamatergic synapse"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04662",26,77,0.0218433503213987,0.0482152000996727,"B cell receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05223",24,70,0.0223083122576266,0.0489430850743081,"Non-small cell lung cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00561",22,63,0.0225606950275762,0.0491986240962807,"Glycerolipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05162",42,136,0.0227831859548535,0.0493863072793831,"Measles"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-162582",751,2212,1.31636292000763e-34,1.38909308285602e-31,"Signal Transduction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9716542",279,618,1.93332370613225e-34,1.38909308285602e-31,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-194315",272,603,1.61522129644313e-33,7.73691000996259e-31,"Signaling by Rho GTPases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1430728",597,1754,1.46178441759127e-27,5.25146052019665e-25,"Metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9012999",185,422,2.01876076847437e-21,5.80191844859534e-19,"RHO GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-168256",528,1615,4.55736758976562e-20,1.09148953774887e-17,"Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-597592",425,1269,3.03656037606287e-18,6.23362465771764e-16,"Post-translational protein modification"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-199991",219,559,6.3514717993931e-18,1.14088312196599e-15,"Membrane Trafficking"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-195258",117,243,9.16041098011845e-18,1.46261228649225e-15,"RHO GTPase Effectors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69278",192,482,9.78381143949199e-17,1.405933703855e-14,"Cell Cycle, Mitotic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5653656",224,592,2.79829243359875e-16,3.65558747916491e-14,"Vesicle-mediated transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9006934",168,410,3.82957528729358e-16,4.58591640653406e-14,"Signaling by Receptor Tyrosine Kinases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1640170",215,570,1.65962586806443e-15,1.83452490185276e-13,"Cell Cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2262752",176,448,8.63843639660513e-15,8.86673792994398e-13,"Cellular responses to stress"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-392499",502,1616,1.61970051322736e-14,1.55167309167181e-12,"Metabolism of proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8953897",176,451,1.77717202436596e-14,1.59612262438367e-12,"Cellular responses to stimuli"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-141424",55,92,4.88378482202951e-14,3.89888821625356e-12,"Amplification of signal from the kinetochores"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-141444",55,92,4.88378482202951e-14,3.89888821625356e-12,"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5663220",70,132,8.45780425287743e-14,6.39677090072888e-12,"RHO GTPases Activate Formins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2500257",65,119,1.03209174448962e-13,7.41557918415791e-12,"Resolution of Sister Chromatid Cohesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-109582",187,501,3.58915582880286e-13,2.4560080599951e-11,"Hemostasis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69618",60,109,5.76636741988446e-13,3.76648635562453e-11,"Mitotic Spindle Checkpoint"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1280218",240,687,7.27427888625015e-13,4.54484293893107e-11,"Adaptive Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9648025",59,107,8.12739471821614e-13,4.86627758753191e-11,"EML4 and NUDC in mitotic spindle formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2555396",98,220,1.64825360746407e-12,9.47416173570345e-11,"Mitotic Metaphase and Anaphase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-68882",97,219,3.2224343324649e-12,1.78101466759695e-10,"Mitotic Anaphase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9675108",113,269,3.83705270938572e-12,2.04216471977307e-10,"Nervous system development"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-168249",309,945,4.29742600011397e-12,2.20550041505849e-10,"Innate Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-422475",112,268,7.08082349240761e-12,3.50867012365163e-10,"Axon guidance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8980692",70,142,8.17595566337705e-12,3.91628276275761e-10,"RHOA GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811442",85,186,9.26032045656087e-12,4.29260661163805e-10,"Intra-Golgi and retrograde Golgi-to-ER traffic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013149",80,173,1.78838138224567e-11,8.03095014464696e-10,"RAC1 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-68877",86,191,1.85793746988636e-11,8.09047316432332e-10,"Mitotic Prometaphase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1474244",104,247,2.30931997602137e-11,9.76027295747854e-10,"Extracellular matrix organization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-68886",138,357,2.61928489995514e-11,1.07540354321015e-09,"M Phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-556833",204,596,2.98481688320565e-10,1.19143940587959e-08,"Metabolism of lipids"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-71387",105,262,5.74903338876414e-10,2.23280026477137e-08,"Metabolism of carbohydrates"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2467813",78,183,3.57503421708265e-09,1.35192741314415e-07,"Separation of Sister Chromatids"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-76002",98,250,8.2488998492768e-09,3.03940232907968e-07,"Platelet activation, signaling and aggregation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8856688",59,128,8.88260473246045e-09,3.19107575013642e-07,"Golgi-to-ER retrograde transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-74160",313,1024,1.25918978836083e-08,4.4133066484744e-07,"Gene expression (Transcription)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4420097",46,92,1.68408368586377e-08,5.76197203949104e-07,"VEGFA-VEGFR2 Pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-194138",48,100,4.36190006083397e-08,1.45768613660893e-06,"Signaling by VEGF"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69620",100,265,5.63044690052001e-08,1.83885277182892e-06,"Cell Cycle Checkpoints"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-196854",70,168,6.62671408810162e-08,2.11613069880045e-06,"Metabolism of vitamins and cofactors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-212436",250,804,7.90060458760483e-08,2.46808017225829e-06,"Generic Transcription Pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6798695",174,526,9.10892163631108e-08,2.78500433859128e-06,"Neutrophil degranulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-73857",281,922,9.5250617545168e-08,2.85156536275847e-06,"RNA Polymerase II Transcription"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2132295",56,126,9.96978472331128e-08,2.9237919688568e-06,"MHC class II antigen presentation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3371556",41,83,1.52665090103629e-07,4.38759468957829e-06,"Cellular response to heat stress"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-983169",124,354,2.17636758583487e-07,6.13223572714648e-06,"Class I MHC mediated antigen processing & presentation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3108214",37,73,2.65351711940902e-07,7.33289250113609e-06,"SUMOylation of DNA damage response and repair proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013423",43,91,3.75715614033278e-07,1.01868554219966e-05,"RAC3 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1566948",24,40,6.1691373752036e-07,1.64167600151251e-05,"Elastic fibre formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2990846",62,153,1.14606429016024e-06,2.99435342720047e-05,"SUMOylation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9006925",95,263,1.19462406612041e-06,3.06549068395542e-05,"Intracellular signaling by second messengers"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3108232",60,147,1.27448985153939e-06,3.21305599414405e-05,"SUMO E3 ligases SUMOylate target proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1474290",37,77,1.43889572570491e-06,3.56498820316888e-05,"Collagen formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013404",40,86,1.57297785355821e-06,3.83113419586975e-05,"RAC2 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-196849",47,108,2.13366075362823e-06,5.11011750493962e-05,"Metabolism of water-soluble vitamins and cofactors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811434",42,94,3.20661670370998e-06,7.55394787414957e-05,"COPI-dependent Golgi-to-ER retrograde traffic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-432722",28,54,4.17332933286041e-06,9.67270040535551e-05,"Golgi Associated Vesicle Biogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2029480",37,80,4.51391345978782e-06,0.000101639319844268,"Fcgamma receptor (FCGR) dependent phagocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013148",41,92,4.52673379960554e-06,0.000101639319844268,"CDC42 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-70171",30,60,5.04179972532668e-06,0.00011146255700453,"Glycolysis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-446203",93,264,5.1707697688714e-06,0.0001125817599677,"Asparagine N-linked glycosylation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3371453",31,63,5.40384500736342e-06,0.000115900377247481,"Regulation of HSF1-mediated heat shock response"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9006936",45,105,5.71027397301658e-06,0.0001206715249886,"Signaling by TGFB family members"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2980766",25,47,7.5163692916856e-06,0.000156536560465974,"Nuclear Envelope Breakdown"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-983231",49,119,8.6506658801569e-06,0.000177585812425507,"Factors involved in megakaryocyte development and platelet production"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-199992",33,70,8.7940322176459e-06,0.000177986257700805,"trans-Golgi Network Vesicle Budding"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4551638",27,53,9.49845653026666e-06,0.000189573361583239,"SUMOylation of chromatin organization proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-73894",95,278,1.70313967557377e-05,0.000335261878602671,"DNA Repair"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-170834",35,78,1.83888066276544e-05,0.00035374726922269,"Signaling by TGF-beta Receptor Complex"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-428157",34,75,1.84628011076561e-05,0.00035374726922269,"Sphingolipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-373755",26,52,2.12580641132764e-05,0.000401945238562872,"Semaphorin interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-76005",50,126,2.34249250184004e-05,0.000437163860408329,"Response to elevated platelet cytosolic Ca2+"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-70326",35,79,2.57177341832926e-05,0.000473799795146044,"Glucose metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5173105",43,104,2.65823776253304e-05,0.000483530084146833,"O-linked glycosylation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-73887",54,140,2.91057462540969e-05,0.000522811967089216,"Death Receptor Signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-983168",99,296,3.08252514039386e-05,0.000546862793425429,"Antigen processing: Ubiquitination & Proteasome degradation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1660662",21,39,3.14590508678592e-05,0.000551300684111143,"Glycosphingolipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-917937",27,56,3.42531008600464e-05,0.000593032601637189,"Iron uptake and transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-416482",34,77,3.63182435891961e-05,0.00062130138140089,"G alpha (12/13) signalling events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013106",32,71,3.71404915387842e-05,0.000627892780485093,"RHOC GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4570464",23,45,4.02411388340659e-05,0.0006724013547041,"SUMOylation of RNA binding proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3371571",15,24,4.21201200964474e-05,0.000695708190558563,"HSF1-dependent transactivation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2995410",29,63,5.26569471775388e-05,0.000850415632535514,"Nuclear Envelope (NE) Reassembly"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9009391",31,69,5.26701400804876e-05,0.000850415632535514,"Extra-nuclear estrogen signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-168898",54,143,5.74014254605002e-05,0.000900543970098866,"Toll-like Receptor Cascades"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1257604",81,236,5.76548679534417e-05,0.000900543970098866,"PIP3 activates AKT signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-195721",81,236,5.76548679534417e-05,0.000900543970098866,"Signaling by WNT"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2028269",13,20,7.74602123840167e-05,0.00119688521715948,"Signaling by Hippo"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1660499",24,50,0.000100877910161197,0.00154214422235787,"Synthesis of PIPs at the plasma membrane"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1483257",67,191,0.00011616901867311,0.00175720926140273,"Phospholipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5688426",81,241,0.000128483623785941,0.0019232392435458,"Deubiquitination"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3301854",17,31,0.00013239935591724,0.00196142138611417,"Nuclear Pore Complex (NPC) Disassembly"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-948021",63,178,0.000136722974189092,0.0020030286767485,"Transport to the Golgi and subsequent modification"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9006931",65,185,0.000137995712594364,0.0020030286767485,"Signaling by Nuclear Receptors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013026",30,69,0.000143984264734716,0.00206905388423786,"RHOB GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8939211",50,134,0.000149579066204057,0.00211480285648525,"ESR-mediated signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1650814",28,63,0.000150111267474945,0.00211480285648525,"Collagen biosynthesis and modifying enzymes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-114608",46,121,0.000163178789846781,0.00225469154817139,"Platelet degranulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1630316",46,121,0.000163178789846781,0.00225469154817139,"Glycosaminoglycan metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3371568",10,14,0.000170483360244387,0.00233318655877318,"Attenuation phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-15869",38,95,0.000174949437850764,0.00237172020935422,"Metabolism of nucleotides"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1483255",32,76,0.000182269607260405,0.00244786379096451,"PI Metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9035034",20,40,0.000187593026612611,0.00249400699741778,"RHOF GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9007101",44,115,0.000189176592010117,0.00249400699741778,"Rab regulation of trafficking"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5683057",97,302,0.000202146115050572,0.00264076333934247,"MAPK family signaling cascades"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3371497",24,52,0.000216421057543619,0.00273622878628806,"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9639288",25,55,0.000217070342127236,0.00273622878628806,"Amino acids regulate mTORC1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9711097",25,55,0.000217070342127236,0.00273622878628806,"Cellular response to starvation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-983189",25,55,0.000217070342127236,0.00273622878628806,"Kinesins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5578749",17,32,0.000221755887950746,0.00277098444334976,"Transcriptional regulation by small RNAs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-111885",30,71,0.0002658755837225,0.00329364839490718,"Opioid Signalling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-199418",42,110,0.000275496014903664,0.00338365618304757,"Negative regulation of the PI3K/AKT network"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3700989",96,301,0.000286611863695182,0.00346626866398416,"Transcriptional Regulation by TP53"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4615885",20,41,0.000287046604741903,0.00346626866398416,"SUMOylation of DNA replication proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2029482",26,59,0.0003015194241699,0.00361069510443455,"Regulation of actin dynamics for phagocytic cup formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-382551",190,658,0.000310798263817248,0.00369105045541641,"Transport of small molecules"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9609507",40,104,0.000318960796604533,0.00374238335581126,"Protein localization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-199977",53,148,0.00032032926427612,0.00374238335581126,"ER to Golgi Anterograde Transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-68875",36,91,0.000330119623902267,0.00382566048022224,"Mitotic Prophase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-159227",17,33,0.000359207934153791,0.00409668096332538,"Transport of the SLBP independent Mature mRNA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2129379",17,33,0.000359207934153791,0.00409668096332538,"Molecules associated with elastic fibres"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-449836",10,15,0.000405047511087655,0.00458309664120441,"Other interleukin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811440",21,45,0.000438871650406647,0.00492702001276838,"Retrograde transport at the Trans-Golgi-Network"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1266738",140,470,0.000455808328571784,0.00507749277641592,"Developmental Biology"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-111996",15,28,0.000461227632087059,0.00509833928699311,"Ca-dependent events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8856828",50,140,0.000499821424549365,0.00548277394715601,"Clathrin-mediated endocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-201681",54,154,0.000511136784949832,0.00556442090888567,"TCF dependent signaling in response to WNT"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-917977",16,31,0.00051936849950714,0.00561152281046436,"Transferrin endocytosis and recycling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8978868",57,165,0.000557406851937451,0.00596377263550907,"Fatty acid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-114604",17,34,0.000564421070584017,0.00596377263550907,"GPVI-mediated activation cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-159230",17,34,0.000564421070584017,0.00596377263550907,"Transport of the SLBP Dependant Mature mRNA"
